generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
12500,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.1909,0.748836,-0.0524693,0.000659791,0
12500,Pereskia_sacharosa,Pereskia_diaz-romeroana,5.94581,1.04056,-0.0537424,0.602128,0
12500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,8.72769,0.0731475,2.82502e-005,0.00344233,0
15000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.226131,0.029244,0.0110642,0
15000,Echinopsis_calorubra,Echinopsis_tiegeliana,27.5949,2.08233,0.0111203,0.121603,0
15000,Echinopsis_huascha,Echinopsis_walteri,27.0918,2.07651,-0.0229016,2.22982,0
15000,Cleistocactus_parviflorus,Cleistocactus_samaipatanus,26.0331,1.26257,-0.038635,0.365558,0
15000,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.1981,1.41705,-0.0427832,0.326143,0
15000,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.6267,2.25869,-0.0694168,1.24888,0
15000,Echinocereus_engelmannii,Echinocereus_berlandieri,26.5963,1.66781,-0.0223907,0.418698,0
15000,Hylocereus_costaricensis,Acanthocereus_oaxacensis,22.574,0.76718,0.0458466,0.0917926,0
15000,Pfeiffera_paranganiensis,Pfeiffera_asuntapatensis,26.2391,0.276055,-0.0139019,1.41827,0
15000,Eriosyce_occulta,Eriosyce_strausiana,24.2891,1.094,-0.0169554,0.554566,0
15000,Copiapoa_esmeraldana,Copiapoa_echinoides,24.1405,1.4037,0.0534326,1.01903,0
15000,Mammillaria_albilanata,Mammillaria_spinosissima,26.6955,3.12195,0.0569355,0.133399,0
15000,Coryphantha_georgii,Coryphantha_clavata,27.4089,1.80584,0.0453073,0.654245,0
15000,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.629,0.919714,-0.0936209,0.000398916,0
15000,Tacinga_funalis,Brasiliopuntia_brasiliensis,25.9547,0.704117,0.0110111,0.136053,0
15000,Pereskia_sacharosa,Pereskia_diaz-romeroana,7.02047,0.930075,-0.0505173,0.535412,0
15000,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,10.4948,0.204333,0.0233155,0.0876352,0
17500,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.226131,0.029244,0.00208552,0
17500,Echinopsis_calorubra,Echinopsis_cardenasiana,27.9361,1.14024,0.0657201,0.197787,0
17500,Echinopsis_huascha,Echinopsis_walteri,25.9361,1.57412,-0.00191263,0.126454,0
17500,Cleistocactus_parviflorus,Weberbauerocereus_weberbaueri,26.3757,1.69903,-0.0416042,0.45175,0
17500,Pilosocereus_splendidus,Micranthocereus_albicephalus,25.6833,1.48509,0.00964596,0.212131,0
17500,Gymnocalycium_andreae,Gymnocalycium_spegazzinii,25.3684,2.08735,-0.0024704,2.16727,0
17500,Gymnocalycium_marsoneri,Gymnocalycium_stenopleurum,27.0818,0.499836,0.00454527,0.224992,0
17500,Echinocereus_engelmannii,Echinocereus_berlandieri,26.6848,1.64174,-0.038864,0.322098,0
17500,Hylocereus_costaricensis,Acanthocereus_oaxacensis,22.9183,0.925774,-0.0165061,0.125935,0
17500,Eriosyce_occulta,Eriosyce_strausiana,23.8773,1.03344,0.0318406,0.0969295,0
17500,Copiapoa_esmeraldana,Copiapoa_echinoides,24.2857,1.97127,0.0211454,1.25846,0
17500,Mammillaria_albilanata,Mammillaria_spinosissima,26.6376,3.42698,0.0418264,0.143307,0
17500,Coryphantha_georgii,Coryphantha_clavata,27.6043,1.77675,0.0176357,1.58679,0
17500,Mammillaria_albilanata,Turbinicarpus_subterraneus,23.9515,0.943527,-0.11491,0.00620002,0
17500,Pereskia_sacharosa,Pereskia_diaz-romeroana,9.1736,0.878625,-0.035641,0.684254,0
17500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,11.4322,0.754828,-0.0373203,0.683655,0
20000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.230494,0.0362323,0.00217181,0
20000,Echinopsis_calorubra,Echinopsis_tiegeliana,27.7759,1.925,-0.0504698,0.222587,0
20000,Echinopsis_huascha,Echinopsis_walteri,26.3385,1.68084,-0.0496671,0.591908,0
20000,Cleistocactus_parviflorus,Yungasocereus_inquisivensis,25.6754,1.1131,-0.0518721,0.193399,0
20000,Rebutia_deminuta,Rebutia_steinmannii,22.8925,0.490718,0.0116337,0.155206,0
20000,Pilosocereus_splendidus,Micranthocereus_auriazureus,25.2925,1.8439,-0.0302627,0.0519004,0
20000,Gymnocalycium_andreae,Gymnocalycium_spegazzinii,24.5614,1.74211,-0.0193272,1.18689,0
20000,Echinocereus_engelmannii,Echinocereus_berlandieri,26.7148,1.24926,-0.0340966,0.0172391,0
20000,Hylocereus_costaricensis,Acanthocereus_oaxacensis,22.4113,0.882699,0.0132932,0.0918232,0
20000,Eriosyce_occulta,Eriosyce_strausiana,22.506,1.14422,-0.0804998,0.280305,0
20000,Copiapoa_esmeraldana,Copiapoa_taltalensis,28.026,3.50491,-0.0255223,0.468891,0
20000,Mammillaria_albilanata,Mammillaria_marksiana,28.1702,4.43796,-0.0911922,0.558094,0
20000,Mammillaria_albilanata,Cumarinia_odorata,24.4006,1.08413,-0.132208,0.00503754,0
20000,Pereskia_sacharosa,Pereskia_diaz-romeroana,8.71236,0.525709,-0.0464044,0.305162,0
20000,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,5.46794,0.455403,0.0147369,0.718747,0
22500,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.252064,0.0127619,0.0103114,0
22500,Echinopsis_calorubra,Echinopsis_arachnacantha,27.5553,2.42625,-0.0491728,1.25676,0
22500,Echinocereus_engelmannii,Hylocereus_costaricensis,21.4195,0.824019,-0.0616089,0.0109512,0
22500,Echinopsis_calorubra,Facheiroa_squamosa,22.5927,0.771482,-0.0599205,0.0426158,0
22500,Pilosocereus_splendidus,Micranthocereus_auriazureus,25.4316,1.21352,0.0422695,0.0299109,0
22500,Gymnocalycium_andreae,Gymnocalycium_spegazzinii,24.1429,2.27037,0.0486868,1.62616,0
22500,Echinocereus_engelmannii,Echinocereus_dasyacanthus,27.3407,1.48455,0.0108808,0.0781534,0
22500,Echinocereus_berlandieri,Echinocereus_parkeri,28.0881,1.05557,-0.0437486,0.302826,0
22500,Rhipsalis_cuneata,Rhipsalis_triangularis,26.0754,0.914962,-0.0364556,0.25054,0
22500,Copiapoa_esmeraldana,Lymanbensonia_incachacana,16.7716,1.36617,0.0183051,1.75633,0
22500,Mammillaria_albilanata,Mammillaria_spinosissima,26.4565,3.60033,-0.0596635,0.171612,0
22500,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.147,1.30678,-0.142042,0.0329658,0
22500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,5.58902,0.187417,-0.0631733,0.0949711,0
22500,Pereskia_sacharosa,Pereskia_diaz-romeroana,4.28361,1.13804,-0.0662928,0.438751,0
22500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,6.56837,0.0982473,0.000513708,0.120406,0
25000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.224773,0.0330987,0.000358954,0
25000,Echinopsis_calorubra,Echinopsis_tiegeliana,27.8452,1.61992,-0.0440329,0.50088,0
25000,Echinopsis_hahniana,Echinopsis_tarijensis,28.0883,2.40357,0.0111005,0.523832,0
25000,Echinopsis_huascha,Echinopsis_camarguensis,27.6564,1.14253,6.40091e-005,0.448376,0
25000,Cleistocactus_parviflorus,Espostoa_guentheri,26.8767,1.35147,-0.0699082,0.0767305,0
25000,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.0446,1.31399,-0.0391395,0.0503887,0
25000,Cereus_spegazzinii,Cereus_saddianus,24.7576,0.813207,0.00331722,0.374122,0
25000,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.585,1.61558,0.040617,0.446595,0
25000,Echinocereus_engelmannii,Echinocereus_stolonifer,25.2986,1.07305,-0.029525,0.0511515,0
25000,Hylocereus_costaricensis,Acanthocereus_oaxacensis,23.5348,0.596933,0.0130586,0.0643196,0
25000,Eriosyce_occulta,Eriosyce_napina,27.1625,1.42776,-0.0564516,0.106589,0
25000,Copiapoa_esmeraldana,Copiapoa_taltalensis,28.1309,1.84262,-0.01575,0.177642,0
25000,Mammillaria_albilanata,Mammillaria_marksiana,28.0779,4.25905,0.0106599,0.624462,0
25000,Echinopsis_calorubra,Facheiroa_squamosa,23.4683,0.491693,0.0252878,0.148913,0
25000,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.6983,1.34268,-0.134365,0.095216,0
25000,Pereskia_sacharosa,Pereskia_diaz-romeroana,1.00345,0.126675,0.0351229,0.445081,0
25000,Pereskia_sacharosa,Pereskia_diaz-romeroana,9.65084,0.140707,-0.0306317,0.0409881,0
25000,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,7.78635,0.226016,0.0352322,0.21047,0
27500,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.188783,0.0330987,0.000898901,0
27500,Mammillaria_crinita,Mammillaria_duwei,28.4412,1.66431,0.00275544,1.85691,0
27500,Echinopsis_calorubra,Echinopsis_arachnacantha,26.9776,1.15903,0.0369131,0.0790371,0
27500,Echinopsis_calorubra,Harrisia_regelii,23.8404,0.87345,-0.076307,0.109993,0
27500,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.4386,1.38759,0.0210889,0.00937026,0
27500,Cereus_spegazzinii,Cereus_saddianus,25.8697,0.79723,0.000175367,0.313478,0
27500,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.6087,1.07259,0.0760622,0.508241,0
27500,Echinocereus_engelmannii,Stenocereus_treleasei,24.0679,0.882497,-0.0155069,0.0751319,0
27500,Hylocereus_costaricensis,Acanthocereus_oaxacensis,21.5669,0.809009,0.0149401,0.083452,0
27500,Eriosyce_occulta,Eriosyce_napina,26.8166,1.29698,-0.00203404,0.422521,0
27500,Copiapoa_esmeraldana,Copiapoa_taltalensis,27.6232,3.55478,-0.0547147,1.45369,0
27500,Mammillaria_albilanata,Mammillaria_marksiana,27.7209,4.0806,0.0109867,0.279675,0
27500,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.5684,1.14749,-0.132842,0.0762935,0
27500,Pereskia_sacharosa,Pereskia_diaz-romeroana,8.57709,0.888073,-0.0686708,0.266355,0
27500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,7.33365,0.710878,-0.0396213,0.382277,0
30000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.224887,0.010976,7.08467e-005,0
30000,Echinopsis_calorubra,Echinopsis_tiegeliana,27.6624,2.35269,0.00605009,0.2498,0
30000,Echinopsis_calorubra,Echinopsis_tiegeliana,27.6252,2.687,0.0638944,0.396618,0
30000,Echinopsis_huascha,Echinopsis_walteri,27.0996,2.46193,-0.010022,0.289454,0
30000,Echinopsis_calorubra,Facheiroa_squamosa,23.2929,1.00934,-0.0764873,0.0311762,0
30000,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.0859,1.70694,0.0155912,0.424355,0
30000,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.7368,1.99566,-0.025312,0.621115,0
30000,Echinocereus_engelmannii,Echinocereus_berlandieri,26.5617,1.32497,0.0396353,0.164321,0
30000,Hylocereus_costaricensis,Hylocereus_ocamponis,27.7988,2.24552,-0.0509635,0.111947,0
30000,Echinocereus_engelmannii,Hylocereus_costaricensis,21.3605,0.959207,-0.0829122,0.0591508,0
30000,Rhipsalis_cuneata,Rhipsalis_triangularis,25.8263,0.834015,0.0402108,0.175933,0
30000,Copiapoa_esmeraldana,Copiapoa_echinoides,23.9206,1.96068,-0.0572935,0.860639,0
30000,Mammillaria_albilanata,Mammillaria_spinosissima,26.4843,3.49728,0.0450802,0.839904,0
30000,Mammillaria_crinita,Mammillaria_erythrosperma,27.4059,1.30878,-0.0392728,0.231582,0
30000,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.5093,1.06234,-0.102512,0.0345754,0
30000,Opuntia_chlorotica,Tunilla_erectoclada,21.2722,0.595546,-0.0437637,0.0133934,0
30000,Pereskia_sacharosa,Pereskia_diaz-romeroana,5.77098,0.90467,-0.0680502,0.358848,0
30000,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,7.38215,0.250972,0.00228928,0.247233,0
32500,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.19479,0.0386663,0.0049737,0
32500,Echinopsis_calorubra,Echinopsis_arachnacantha,27.3394,2.09195,0.0412527,0.065079,0
32500,Echinopsis_calorubra,Harrisia_regelii,23.9204,0.893222,-0.0291904,0.0133308,0
32500,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.3591,1.56433,-0.056774,0.441667,0
32500,Cereus_spegazzinii,Cereus_saddianus,24.9401,1.14353,0.0348312,0.161413,0
32500,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.5557,2.20534,0.00880196,0.972759,0
32500,Echinocereus_engelmannii,Echinocereus_stolonifer,24.2389,1.20503,-0.0241774,0.0793382,0
32500,Echinocereus_engelmannii,Peniocereus_viperinus,21.7167,0.933491,-0.0847683,0.150923,0
32500,Hylocereus_costaricensis,Hylocereus_minutiflorus,27.9677,3.24951,-0.0166479,0.257901,0
32500,Echinocereus_engelmannii,Hylocereus_costaricensis,21.3089,0.526244,0.0427556,0.0147606,0
32500,Eriosyce_occulta,Eriosyce_strausiana,22.7886,0.838112,0.0124445,0.0432931,0
32500,Sclerocactus_polyancistrus,Sclerocactus_brevihamatus,23.323,3.58929,-0.0601206,2.64304,0
32500,Copiapoa_esmeraldana,Copiapoa_taltalensis,27.3395,0.898852,-0.0118299,0.835154,0
32500,Mammillaria_albilanata,Mammillaria_wagneriana,28.3858,5.09976,-0.0164077,0.0166877,0
32500,Mammillaria_crinita,Mammillaria_erythrosperma,27.4529,1.25402,-0.0231992,0.0108545,0
32500,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.3156,1.22086,-0.129358,0.0149057,0
32500,Pereskia_sacharosa,Pereskia_diaz-romeroana,8.53737,0.372798,-0.0535988,0.186068,0
32500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,7.58079,0.2754,0.0252663,0.339828,0
35000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.18647,0.0450595,0.00315973,0
35000,Echinopsis_calorubra,Echinopsis_pugionacantha,28.0001,2.59517,-0.00949075,0.00481303,0
35000,Echinopsis_calorubra,Facheiroa_squamosa,23.2148,1.04765,-0.0679012,0.0471754,0
35000,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.1373,1.29235,-0.0136649,0.226344,0
35000,Cereus_spegazzinii,Cereus_saddianus,24.9875,0.826209,-0.00738046,0.173468,0
35000,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.65,1.83596,0.00228238,1.01431,0
35000,Echinocereus_engelmannii,Echinocereus_stolonifer,25.4567,0.895678,0.0102258,0.220404,0
35000,Hylocereus_costaricensis,Acanthocereus_oaxacensis,23.7812,0.911442,0.031402,0.147055,0
35000,Eriosyce_occulta,Eriosyce_strausiana,23.9449,0.668655,0.0277688,0.289478,0
35000,Copiapoa_esmeraldana,Copiapoa_taltalensis,28.3816,2.94801,-0.0423434,1.14501,0
35000,Mammillaria_albilanata,Mammillaria_marksiana,27.8585,3.93019,0.0113579,0.609116,0
35000,Mammillaria_crinita,Mammillaria_laui,26.6475,0.989903,-0.00626442,0.00680674,0
35000,Pfeiffera_paranganiensis,Pfeiffera_asuntapatensis,28.0318,1.01281,0.0169576,0.95126,0
35000,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.2382,1.14458,-0.123323,0.00987616,0
35000,Pereskia_sacharosa,Pereskia_diaz-romeroana,9.81375,0.659432,-0.0633074,0.481411,0
35000,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,7.29794,0.275124,-0.0560858,0.128479,0
37500,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.227,0.0128238,0.0215542,0
37500,Echinopsis_calorubra,Echinopsis_tiegeliana,27.6976,2.77052,-0.0554212,0.01813,0
37500,Echinopsis_huascha,Echinopsis_walteri,27.0887,1.91561,-0.0253104,0.363975,0
37500,Echinopsis_calorubra,Facheiroa_squamosa,23.5406,0.82236,-0.0965782,0.0108652,0
37500,Pilosocereus_splendidus,Micranthocereus_albicephalus,25.672,1.54448,-0.0213126,0.178328,0
37500,Cereus_spegazzinii,Cereus_saddianus,24.8804,0.936044,-0.0335046,0.27922,0
37500,Gymnocalycium_andreae,Gymnocalycium_nigriareolatum,25.6297,2.50671,0.0528204,2.18011,0
37500,Echinocereus_engelmannii,Echinocereus_dasyacanthus,27.3168,2.30267,-0.0173432,0.310846,0
37500,Hylocereus_costaricensis,Hylocereus_ocamponis,27.6253,2.3824,-0.0888596,0.0973488,0
37500,Eriosyce_occulta,Eriosyce_napina,27.2542,0.857696,-0.0153697,0.161119,0
37500,Parodia_rudibuenekeri,Parodia_horstii,27.2341,0.691733,-0.0120698,0.280846,0
37500,Rhipsalis_cuneata,Rhipsalis_triangularis,24.9307,0.70278,0.0195913,0.0685824,0
37500,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.6598,0.925113,-0.0889797,0.00907619,0
37500,Opuntia_chlorotica,Tunilla_erectoclada,22.3447,0.466573,0.0152771,0.0377955,0
37500,Echinocereus_engelmannii,Hylocereus_costaricensis,21.4805,0.932815,-0.0788444,0.0293129,0
37500,Copiapoa_esmeraldana,Copiapoa_echinoides,24.4442,1.66206,0.0348575,1.74738,0
37500,Mammillaria_albilanata,Mammillaria_spinosissima,26.7159,2.51776,-0.00931638,0.178191,0
37500,Opuntia_chlorotica,Tunilla_erectoclada,22.1425,2.05939,0.0125649,1.09067,0
37500,Pereskia_sacharosa,Pereskia_diaz-romeroana,8.59013,0.589591,-0.0420352,0.290393,0
37500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,6.86512,0.399738,-0.00497315,0.39603,0
40000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.18284,0.0450656,0.00171997,0
40000,Echinopsis_calorubra,Echinopsis_arachnacantha,27.5396,2.07253,-0.0175646,0.359286,0
40000,Echinopsis_calorubra,Facheiroa_squamosa,23.4496,0.779886,-0.0373236,0.0320352,0
40000,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.2709,1.73718,-0.0557125,0.0816289,0
40000,Cereus_spegazzinii,Brasilicereus_markgrafii,24.0969,0.92586,-0.0675033,0.0472503,0
40000,Gymnocalycium_andreae,Gymnocalycium_spegazzinii,24.3446,1.1309,0.0460354,0.862749,0
40000,Echinocereus_engelmannii,Stenocereus_treleasei,23.3305,0.835055,0.0233184,0.233984,0
40000,Hylocereus_costaricensis,Acanthocereus_oaxacensis,23.8089,1.18877,-0.0274768,0.193253,0
40000,Eriosyce_occulta,Eriosyce_engleri,26.3787,0.970828,0.0357108,0.104691,0
40000,Copiapoa_esmeraldana,Copiapoa_taltalensis,28.2194,3.31039,-0.00447497,0.940822,0
40000,Mammillaria_albilanata,Mammillaria_marksiana,28.0023,4.54088,-0.0523331,0.287426,0
40000,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.6338,1.05005,-0.0971323,0.00306237,0
40000,Pereskia_sacharosa,Pereskia_diaz-romeroana,3.83273,0.636955,-0.0833751,0.0840585,0
40000,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,8.79364,0.23708,-0.0357544,0.116115,0
42500,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.205395,0.036292,0.0099727,0
42500,Echinopsis_calorubra,Echinopsis_arachnacantha,27.5136,1.55284,0.059978,0.255029,0
42500,Echinopsis_calorubra,Facheiroa_squamosa,22.6234,0.667197,0.00137081,0.0205148,0
42500,Pilosocereus_splendidus,Micranthocereus_albicephalus,26.4258,2.37849,-0.0242431,0.422935,0
42500,Cereus_spegazzinii,Brasilicereus_markgrafii,21.6627,0.833054,-0.0306333,0.116785,0
42500,Gymnocalycium_andreae,Gymnocalycium_spegazzinii,25.4858,1.69973,-0.0103309,0.643242,0
42500,Echinocereus_engelmannii,Stenocereus_treleasei,23.1548,0.805411,0.0143997,0.0896185,0
42500,Hylocereus_costaricensis,Acanthocereus_oaxacensis,23.7434,0.798778,-0.0186996,0.0606134,0
42500,Eriosyce_occulta,Eriosyce_strausiana,23.467,1.33377,-0.0301294,0.586396,0
42500,Copiapoa_esmeraldana,Copiapoa_taltalensis,28.3076,4.27712,-0.0219226,1.13394,0
42500,Mammillaria_albilanata,Mammillaria_spinosissima,26.5658,2.92771,0.0770596,0.325418,0
42500,Mammillaria_albilanata,Turbinicarpus_alonsoi,23.7127,0.890634,-0.0573503,0.00733665,0
42500,Pereskia_sacharosa,Pereskia_diaz-romeroana,4.10362,1.42353,0.0458827,3.45629,0
42500,Pereskia_sacharosa,Pereskia_diaz-romeroana,4.39007,0.293879,-0.0474297,0.100218,0
42500,Leuenbergeria_marcanoi,Leuenbergeria_lychnidiflora,4.25546,0.163487,0.0122944,0.282664,0
45000,Echinopsis_calorubra,Leuenbergeria_marcanoi,0,0.19297,0.0346774,0.0158473,0
45000,Echinopsis_calorubra,Echinopsis_tiegeliana,27.7832,1.78582,-0.00269797,0.184295,0
45000,Echinopsis_calorubra,Facheiroa_squamosa,21.5412,0.881887,-0.0724414,0.0224648,0
45000,Pilosocereus_splendidus,Micranthocereus_albicephalus,25.9636,1.37415,0.00274595,0.260549,0
45000,Cereus_spegazzinii,Cereus_saddianus,25.6453,0.841935,0.0639695,0.0767059,0
