"Specie\Loci","1-Thelocactus bicolor chloroplast matK gene and partial tRNA-Lys intron isolate CHB54","2-Echinocereus coccineus voucher Sanchez 64 (MEXU) ribosomal protein L16 (rpl16) gene partial cds; chloroplast","3-Echinocereus laui voucher Sanchez 33 (MEXU) tRNA-Leu (trnL) gene and trnL-trnF intergenic spacer partial sequence; chloroplast","4-UNVERIFIED: Cephalocereus apicicephalium voucher SA_1257 PsbA and psbA-trnH intergenic spacer partial sequence; chloroplast","22-ITS","5-Echinopsis lageniformis voucher B.O.Schlumpberger x39 (M) trnS(GCU)-trnG(UUC) intergenic spacer partial sequence; chloroplast","6-Brasiliopuntia brasiliensis voucher DBG:0559 atpB-rbcL intergenic spacer partial sequence; chloroplast","7-Echinocactus platyacanthus phytochrome C (PHYC) gene partial cds","8-UNVERIFIED: Cephalocereus senilis voucher SA_1417-a trnQ-rps16 intergenic spacer region partial sequence; chloroplast","9-Eriosyce umadeave rpl32-trnL intergenic spacer partial sequence; chloroplast","10-Opuntia wilcoxii tRNA-Leu (trnL) gene partial sequence; trnL-trnF intergenic spacer complete sequence; and tRNA-Phe (trnF) gene partial sequence; chloroplast","11-Turbinicarpus viereckii phosphoenolpyruvate carboxylase and phosphoenolpyruvate carboxylase-like genes partial sequence","12-Echinocereus metornii voucher Sanchez 83 (MEXU) ribulose-15-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene partial cds; chloroplast","13-Pilosocereus bohlei strain S35M11 petL-psbE intergenic spacer region partial sequence; chloroplast","14-Schlumbergera truncata chloroplast ribulose-15-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene partial cds","15-Opuntia repens voucher 3837 maturase K (matK) gene partial cds; chloroplast","16-Cereus saddianus isolate S103D1DT photosystem II protein D2 (psbD) gene partial cds; and psbD-trnT intergenic spacer partial sequence; chloroplast","17-Gymnocalycium paraguayense trnK-rps16 intergenic spacer and rps16 gene partial sequence; plastid","18-Disocactus crenatus isolate 12b Ycf1 (ycf1) gene partial cds; chloroplast","19-Opuntia schumannii voucher DBG:0362 PsbJ (psbJ) gene partial cds; and psbJ-petA intergenic spacer partial sequence; chloroplast","20-Tunilla corrugata voucher 0006 ndhF-rpl32 intergenic spacer partial sequence; chloroplast","21-Echinopsis schickendantzii voucher A.R. Franck 2312 (USF) atpB-rbcL intergenic spacer partial sequence; plastid",
"722835-Rhipsalis neves armondii",FN669749.1,FN673655.1,"-",MF348685.1,HQ727777.1,"-","-","-","-",HQ727856.1,"-","-","-","-",FR853373.1,"-","-","-","-","-","-","-",
"722848-Rhipsalis puniceodiscus",FN669750.1,FN673656.1,"-",FN669109.1,HQ727789.1,"-","-","-","-",HQ727868.1,"-","-","-","-",FR853374.1,"-","-","-","-","-","-","-",
"722841-Rhipsalis pacheco leonis",FN669752.1,FN673658.1,"-",FN669110.1,"-","-","-","-","-","-","-","-","-","-",FR853376.1,"-","-","-","-","-","-","-",
"722840-Rhipsalis olivifera",FN669754.1,FN673660.1,"-",JF700639.1,JF700734.1,"-","-","-","-",HQ727860.1,"-","-","-","-",FR853377.1,"-","-","-","-","-","-","-",
"722798-Rhipsalis agudoensis",FN669755.1,FN673661.1,"-",FN669083.1,JF700703.1,"-","-","-","-",JF700655.1,"-","-","-","-",FR853378.1,"-","-","-","-","-","-","-",
"722780-Hatiora cylindrica",FN669758.1,FN673664.1,"-",FN669031.1,HQ727792.1,"-","-","-",FN677911.1,HQ727871.1,"-","-","-","-",FR853381.1,"-","-","-","-","-","-","-",
"722858-Schlumbergera microsphaerica",FN669761.1,FN673667.1,"-",FN669020.1,"-","-","-","-",FN677914.1,"-","-","-","-","-",FR853383.1,"-","-","-","-","-","-","-",
"267723-Eulychnia breviflora",FN669772.1,KF783619.1,MG263824.1,MG263764.1,"-","-","-","-",MG263774.1,MG263812.1,"-","-",KF783860.1,"-","-","-","-","-",LN868104.1,"-","-","-",
"722777-Copiapoa coquimbana",FN995677.1,FN673557.1,HM041247.1,LN867989.1,"-","-","-","-",FN677918.1,LN868082.1,"-",HM041556.1,"-","-","-","-","-","-",LN868191.1,"-","-","-",
"722799-Rhipsalis baccifera",FN995679.1,HM041506.1,HM041350.1,FN669079.1,HQ727784.1,KX387797.1,"-","-","-",HQ727863.1,"-",HM041619.1,KU748065.1,KX387738.1,FR853379.1,"-",KX387704.1,"-","-","-","-","-",
"278500-Escobaria chihuahuensis",FN997000.1,AY545233.1,"-",AY545341.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867029-Echinocereus russanthus",FN997001.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278571-Mammillaria pondii",HM041664.1,HM041399.1,HM041244.1,"-","-","-","-","-","-","-","-",HM041553.1,"-","-","-","-","-","-","-","-","-","-",
"278517-Mammillaria cerralboa",FN997003.1,AY545254.1,"-",AY545364.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867518-Stenocactus obvallatus",FN997251.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867454-Mammillaria tayloriorum",FN997005.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866944-Coryphantha clavata",FN997006.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867445-Mammillaria sartorii",FN997007.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"169217-Opuntia microdasys",FN997008.1,HM041480.1,HM041325.1,"-",JF786966.1,"-",JF787246.1,"-","-","-","-",JN387243.1,"-","-","-","-","-","-","-",JF787551.1,JF787402.1,"-",
"130160-Ortegocactus macdougallii",HM041748.1,HM041484.1,HM041329.1,AY545459.1,"-","-","-","-","-","-","-",HM041601.1,"-","-","-","-","-","-","-","-","-","-",
"867019-Echinocereus ortegae",FN997010.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"223066-Pachycereus militaris",FN997011.1,AY181609.1,AY181628.2,"-",AY181577.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867036-Echinocereus viereckii",FN997012.1,KF783601.1,KF783671.1,KF783528.1,"-","-","-","-",KF783743.1,"-","-","-",KF783447.1,"-","-","-","-","-","-","-","-","-",
"866958-Coryphantha neglecta",FN997014.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866959-Coryphantha nickelsiae",FN997015.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866955-Coryphantha longicornis",FN997016.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"336154-Stenocereus beneckei",FN997017.1,HM041513.1,DQ099973.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867452-Mammillaria standleyi",FN997192.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867060-Ferocactus schwarzii",FN997019.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867008-Echinocereus freudenbergeri",FN997020.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866997-Echinocereus adustus",FN997021.1,KF783604.1,KF783674.1,KF783481.1,"-","-","-","-",KF783746.1,"-","-","-",KF783450.1,"-","-","-","-","-","-","-","-","-",
"867035-Echinocereus subinermis",FN997022.1,KF783600.1,KF783670.1,KF783526.1,"-","-","-","-",KF783741.1,"-","-","-",KF783445.1,"-","-","-","-","-","-","-","-","-",
"867025-Echinocereus pulchellus",FN997023.1,KF783588.1,KF783658.1,KF783513.1,"-","-","-","-",KF783729.1,"-","-","-",KF783433.1,"-","-","-","-","-","-","-","-","-",
"867447-Mammillaria scrippsiana",FN997024.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867421-Mammillaria hahniana",FN997025.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867439-Mammillaria perbella",FN997026.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"336161-Stenocereus pruinosus",FN997027.1,HM041516.1,HM041359.1,KF783554.1,"-","-","-","-",KF783765.1,"-","-",HM041617.1,KF783469.1,"-","-","-","-","-","-","-","-","-",
"130172-Ferocactus crispatus",FN997028.1,AF267980.1,"-","-","-","-","-","-","-","-","-","-",MH028843.1,"-","-",MH037657.1,"-","-","-","-","-","-",
"867030-Echinocereus scheeri",FN997029.1,KF783594.1,KF783664.1,KF783519.1,"-","-","-","-",KF783735.1,"-","-","-",KF783439.1,"-","-","-","-","-","-","-","-","-",
"867431-Mammillaria meyranii",FN997030.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867017-Echinocereus nicholii",FN997031.1,KF783581.1,KF783650.1,"-","-","-","-","-",KF783721.1,"-","-","-",KF783425.1,"-","-","-","-","-","-","-","-","-",
"867459-Mammillaria wagneriana",FN997033.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"336159-Stenocereus montanus",FN997035.1,KF783617.1,DQ099978.1,KF783553.1,"-","-","-","-",KF783764.1,"-","-","-",KF783468.1,"-","-","-","-","-","-","-","-","-",
"867041-Escobaria laredoi",FN997036.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866991-Cylindropuntia versicolor",FN997037.1,"-","-","-",HQ872502.1,"-",LN871096.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867002-Echinocereus cinerascens",FN997038.1,KF783565.1,KF783636.1,KF783488.1,"-","-","-","-",KF783707.1,"-","-",HM041564.1,KF783411.1,"-","-","-","-","-","-","-","-","-",
"130184-Turbinicarpus schmiedickeanus",FN997039.1,HM041530.1,HM041373.1,"-","-","-","-","-","-","-","-",HM041613.1,"-","-","-","-","-","-","-","-","-","-",
"130100-Aztekium hintonii",FN997040.1,AF267922.1,"-",MH129843.1,"-","-",MH129810.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867549-Turbinicarpus valdezianus",FN997041.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130182-Turbinicarpus gielsdorfianus",FN997042.1,HM041528.1,HM041371.1,"-","-","-","-","-","-","-","-",HM041611.1,"-","-","-","-","-","-","-","-","-","-",
"867058-Ferocactus pottsii",FN997043.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866941-Grusonia pulchella",FN997044.1,"-","-","-","-","-",LN871107.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867018-Echinocereus nivosus",FN997045.1,KF783608.1,KF783678.1,KF783537.1,"-","-","-","-",KF783752.1,"-","-","-",KF783457.1,"-","-",KF783854.1,"-","-","-","-","-","-",
"130090-Acharagma roseanum",FN997046.1,HM041380.1,HM041225.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867059-Ferocactus santa maria",FN997047.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867415-Mammillaria discolor",FN997546.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-",FN997548.1,"-","-","-","-","-","-",
"867435-Mammillaria napina",FN997049.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867481-Opuntia deamii",FN997050.1,"-","-","-",HQ872504.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867484-Opuntia elatior",FN997051.1,"-","-","-",HQ872505.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"146107-Pereskiopsis porteri",FN997052.1,AY851607.1,"-",AY851581.1,L78037.1,"-",LN871114.1,AY875306.1,"-","-","-","-","-","-",AY875243.1,"-","-","-","-","-","-","-",
"278521-Mammillaria duoformis",FN997320.1,AY545257.1,"-",AY545371.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867483-Opuntia depressa",FN997055.1,"-","-","-",JF787085.1,"-",JF787206.1,"-","-","-",JF712741.1,"-","-","-","-",JF786769.1,"-","-","-",JF787519.1,JF787364.1,"-",
"867044-Ferocactus alamosanus",FN997056.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867476-Tunilla erectoclada",FN997058.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867520-Ferocactus phyllacanthus",FN997062.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867542-Turbinicarpus lophophoroides",FN997063.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867420-Mammillaria guillauminiana",FN997064.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278536-Mammillaria humboldtii",FN997065.1,AY545273.1,"-",AY545390.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278579-Mammillaria sinistrohamata",FN997066.1,AY545319.1,"-",AY545441.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"308214-Brasiliopuntia brasiliensis",FN997068.1,"-","-",AY875343.1,JF786876.1,"-",JF787155.1,AY875304.1,"-","-",JF712685.1,JN387207.1,"-","-",AY875234.1,"-","-","-","-",JF787469.1,JF787309.1,"-",
"866931-Austrocylindropuntia cylindrica",FN997069.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867398-Cumulopuntia boliviana",FN997070.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867487-Opuntia excelsa",HM041737.1,HM041473.1,HM041318.1,"-",HQ872513.1,"-",JF787220.1,"-","-","-","-",JN387233.1,"-","-","-","-","-","-","-",JF787530.1,JF787378.1,"-",
"867477-Opuntia atrispina",FN997073.1,"-","-","-",JF786908.1,"-",JF787183.1,"-","-","-",JF712716.1,JN387222.1,"-","-","-","-","-","-","-","-","-","-",
"308218-Tephrocactus articulatus",HE610945.1,HM041523.1,HM041366.1,AY875347.1,HQ872518.1,"-","-",AY875318.1,"-","-","-","-","-","-",AY875248.1,"-","-","-","-","-","-","-",
"867486-Opuntia engelmannii",FN997509.1,"-","-","-",HQ872523.1,"-","-","-","-","-","-","-",JN796944.1,"-","-","-","-","-","-","-","-","-",
"866929-Astrophytum caput medusae",FN997077.1,"-","-",MH129847.1,"-","-",MH129813.1,"-","-","-","-","-",KC776998.1,"-","-","-","-","-","-","-","-","-",
"336113-Cephalocereus apicicephalium",FN997078.1,DQ099996.1,DQ099927.1,KY624684.1,"-","-","-","-",KY624756.1,KY624717.1,"-","-","-",KY624787.1,"-","-","-","-",KY624825.1,"-","-","-",
"278538-Mammillaria insularis",FN997079.1,AY545275.1,"-",AY545392.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278546-Mammillaria mainiae",FN997080.1,AY545285.1,"-",AY545403.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867429-Mammillaria matudae",FN997081.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"246740-Mammillaria melanocentra",FN997082.1,"-","-","-",AJ890355.2,"-","-","-","-","-",AJ583227.1,"-","-","-","-","-","-","-","-","-","-","-",
"278595-Mammillaria zephyranthoides",FN997203.1,AY545333.1,"-",AY545457.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867517-Stenocactus multicostatus",FN997084.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"336123-Echinocereus triglochidiatus",FN997312.1,"-","-",KF783527.1,"-","-","-","-",KF783742.1,"-","-","-",KF783446.1,"-","-","-","-","-","-","-","-","-",
"866956-Coryphantha macromeris",FN997086.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278574-Mammillaria prolifera",FN997087.1,AY545313.1,"-",AY545434.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866960-Coryphantha octacantha",FN997542.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867540-Turbinicarpus beguinii",FN997176.1,"-","-","-","-","-","-","-","-","-","-","-",KC777010.1,"-","-","-","-","-","-","-","-","-",
"867538-Thelocactus tulensis",HM041788.1,HM041525.1,HM041368.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866974-Coryphantha wohlschlageri",FN997092.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867412-Mammillaria compressa",FN997438.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130095-Ariocarpus retusus",FN997094.1,AF267919.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867550-Turbinicarpus viereckii",FN997095.1,HM041531.1,HM041374.1,"-","-","-","-","-","-","-","-",HM041614.1,"-","-","-","-","-","-","-","-","-","-",
"130179-Ferocactus hastifer",FN997096.1,HM041524.1,HM041367.1,"-","-","-","-","-","-","-","-",HM041610.1,"-","-","-","-","-","-","-","-","-","-",
"866953-Coryphantha glanduligera",FN997098.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867471-Pilosocereus leucocephalus",FN997099.1,"-","-","-","-",KX301193.1,"-",KX301231.1,"-","-","-","-","-",KX387725.1,"-","-",KX301069.1,"-","-","-","-","-",
"867406-Mammillaria baumii",FN997100.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130094-Ariocarpus agavoides",FN997101.1,HQ324588.1,HM041226.1,HQ324556.1,"-","-","-","-","-","-","-",HM041536.1,KC777009.1,"-","-","-",HQ324572.1,"-","-","-","-","-",
"866939-Grusonia moelleri",FN997102.1,"-","-","-",HQ872576.1,"-",LN871104.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867479-Opuntia chaffeyi",FN997103.1,"-","-","-",HQ872521.1,"-",JF787199.1,"-","-","-",JF712733.1,"-","-","-","-",JF786761.1,"-","-","-",JF787513.1,JF787356.1,"-",
"130112-Echinocactus horizonthalonius",HM041678.1,HM041412.1,HM041258.1,MH129854.1,"-","-","-","-","-","-","-",HM041642.1,"-","-","-","-","-","-","-","-","-","-",
"867532-Thelocactus bicolor",FN997189.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130138-Lophophora williamsii",HM041711.1,HM041446.1,HM041292.1,"-","-","-","-","-","-","-","-",HM041576.1,KC777011.1,"-","-","-","-","-","-","-","-","-",
"130156-Neolloydia conoidea",HM041727.1,HM041462.1,HM041308.1,AY545458.1,"-","-","-","-","-","-","-",HM041634.1,"-","-","-","-","-","-","-","-","-","-",
"866963-Coryphantha pseudoechinus",FN997108.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866973-Coryphantha werdermannii",FN997109.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867514-Selenicereus vagans",LT745725.1,LT745613.1,LT745498.1,"-",JX289800.1,"-","-","-",JX111663.1,JX111594.1,"-","-","-","-","-","-",JX111628.1,"-","-","-","-","-",
"336110-Acanthocereus tetragonus",HM041645.1,DQ099990.1,DQ099922.1,KU597969.1,"-","-","-","-",KU598127.1,KY624736.1,"-",HM041534.1,"-",KY624806.1,"-","-","-","-",KU598178.1,"-","-","-",
"867052-Ferocactus herrerae",FN997116.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"336153-Stenocereus alamosensis",FN997117.1,KF783615.1,DQ099972.1,KF783552.1,"-","-","-","-",KF783762.1,"-","-","-",KF783466.1,"-","-",KF783841.1,"-","-","-","-","-","-",
"867472-Pilosocereus purpusii",FN997119.1,"-","-","-","-",KX301189.1,"-",KX301227.1,"-","-","-","-","-",KX301108.1,"-","-",KX301065.1,"-","-","-","-","-",
"867466-Opuntia auberi",FN997120.1,"-","-","-",HQ872524.1,"-",JF787165.1,"-","-","-",JF712699.1,JN387211.1,"-","-","-",JF786726.1,"-","-","-",JF787481.1,"-","-",
"130147-Mammillaria karwinskiana",FN997121.1,AF267949.1,"-",AY545394.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867401-Hylocereus triangularis",LT745694.1,LT745578.1,LT745461.1,"-",JX289604.1,"-","-",JX627710.1,JX111649.1,JX111581.1,"-","-","-","-","-","-",JX111614.1,"-","-","-","-","-",
"701514-Cylindropuntia imbricata",FN997514.1,HM041475.1,HM041320.1,"-",HQ872593.1,"-",LN871079.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867543-Turbinicarpus mandragora",FN997125.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866954-Coryphantha jalpanensis",FN997126.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867403-Mammillaria albicoma",FN997137.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278568-Mammillaria picta",HM041717.1,HM041452.1,HM041298.1,AY545427.1,"-","-","-","-","-","-","-",HM041581.1,"-","-","-","-","-","-","-","-","-","-",
"867423-Mammillaria heyderi",FN997131.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866952-Coryphantha georgii",FN997132.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867057-Ferocactus pilosus",FN997133.1,"-","-",MH129872.1,"-","-",MH129840.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130166-Pelecyphora aselliformis",FN997134.1,AY545336.1,"-",AY545460.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867048-Ferocactus emoryi",HQ620874.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867050-Ferocactus gracilis",FN997136.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867416-Mammillaria eriacantha",FN997138.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867511-Polaskia chende",FN997140.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"246739-Mammillaria mazatlanensis",FN997141.1,AY545287.1,"-",AY545407.1,AJ829740.2,"-","-","-","-","-",AJ583226.1,"-","-","-","-","-","-","-","-","-","-","-",
"278504-Mammillaria albilanata",FN997142.1,AY545239.1,"-",AY545347.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278520-Mammillaria dixanthocentron",FN997143.1,AY545256.1,"-",AY545370.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"336118-Echinocereus parkeri",FN997144.1,KF783584.1,KF783653.1,KF783507.1,"-","-","-","-",KF783724.1,"-","-","-",KF783428.1,"-","-","-","-","-","-","-","-","-",
"867034-Echinocereus stramineus",FN997145.1,KF783599.1,KF783669.1,KF783525.1,"-","-","-","-",KF783740.1,"-","-","-",KF783444.1,"-","-","-","-","-","-","-","-","-",
"760567-Opuntia stenopetala",FN997146.1,"-","-","-",JF787008.1,"-",JF787287.1,"-","-","-",JF712825.1,JN387259.1,"-","-","-","-","-","-","-","-",JF787442.1,"-",
"130111-Echinocactus grusonii",FN997150.1,HM041411.1,HM041257.1,MH129865.1,"-","-",MH129833.1,"-","-","-","-",HM041640.1,"-","-","-","-","-","-","-","-","-","-",
"866970-Coryphantha salinensis",FN997151.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867054-Ferocactus lindsayi",FN997152.1,"-","-","-","-","-",MH129839.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867404-Mammillaria albiflora",FN997153.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278534-Mammillaria herrerae",FN997154.1,AY545271.1,"-",AY545388.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867405-Mammillaria aureilanata",FN997155.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278516-Mammillaria carmenae",FN997156.1,AY545252.1,"-",AY545362.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867427-Mammillaria longiflora",FN997157.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"278544-Mammillaria luethyi",FN997158.1,AY545282.1,"-",AY545400.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867441-Mammillaria pilispina",FN997159.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130152-Mammillaria senilis",FN997161.1,AY545318.1,"-",AY545440.1,AJ829733.2,"-","-","-","-","-",AJ583212.1,"-","-","-","-","-","-","-","-","-","-","-",
"866971-Coryphantha tripugionacantha",FN997162.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867456-Mammillaria theresae",FN997163.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867444-Mammillaria sanchez mejoradae",FN997164.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"246742-Mammillaria pectinifera",FN997165.1,AY545300.1,"-",JX974823.1,AJ973637.2,"-","-","-","-","-",AJ583229.1,"-","-","-","-","-","-","-","-","-","-","-",
"867541-Turbinicarpus laui",FN997167.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130180-Thelocactus macdowellii",FN997168.1,AF267969.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867519-Stenocactus ochoterenianus",FN997169.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867545-Turbinicarpus saueri",FN997170.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867534-Thelocactus lausseri",FN997171.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"866972-Coryphantha vogtherriana",FN997172.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130178-Thelocactus conothelos",FN997173.1,AF267968.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867548-Turbinicarpus swobodae",FN997174.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867547-Turbinicarpus subterraneus",FN997175.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"867437-Mammillaria orcuttii",FN997177.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
"130115-Pelecyphora strobiliformis",FN997178.1,HQ324603.1,"-",HQ324571.1,"-","-","-","-","-","-","-","-","-","-","-","-",HQ324587.1,"-","-","-","-","-",
"867446-Mammillaria schiedeana",FN997179.1,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",
